"No.","Time","Source","Destination","Protocol","Length","Info","srcPort","DestPort"
"876","0.041703302","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"877","0.041746964","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"878","0.041793369","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"879","0.041839356","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"880","0.041883271","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"881","0.041930068","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"882","0.041974291","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"883","0.042018435","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"884","0.042064664","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"885","0.042109468","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"886","0.042153275","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"887","0.042199298","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"888","0.042244521","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"889","0.042287756","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"890","0.042334583","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"891","0.042378577","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"892","0.042422553","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"893","0.042469040","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"894","0.042513954","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"895","0.042580261","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"896","0.043995869","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"897","0.044030793","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"898","0.044070718","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"899","0.044115948","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"900","0.044161485","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"901","0.044201458","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"902","0.044245008","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"903","0.044283511","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"904","0.044321903","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"905","0.044360597","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"906","0.044386987","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"907","0.044409915","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"908","0.044432528","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"909","0.044455264","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"910","0.044477927","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"911","0.044500615","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"912","0.044523241","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"913","0.044546581","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"914","0.044599180","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"915","0.044623448","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"916","0.044660046","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"917","0.044687655","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"918","0.044710426","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"919","0.044732895","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"920","0.044755547","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"921","0.044778852","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"922","0.044801721","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"923","0.044824290","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"924","0.044846880","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"925","0.044869422","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"926","0.044892073","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"927","0.044914618","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"928","0.044937244","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"929","0.044959890","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"930","0.044983179","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"931","0.045005739","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"932","0.045028355","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"933","0.045051238","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"934","0.045100835","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"935","0.045128540","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"936","0.045151609","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"937","0.045201803","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"938","0.045226265","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"939","0.045249037","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"940","0.045271839","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"941","0.045294540","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"942","0.045317186","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"943","0.045339846","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"944","0.045362480","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"945","0.045385163","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"946","0.045407824","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"947","0.045430401","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"948","0.045453017","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"949","0.045475615","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"950","0.045498391","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"951","0.045521729","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"952","0.045544347","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"953","0.045566956","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"954","0.045589634","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"955","0.045612261","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"956","0.045634956","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"957","0.045657526","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"958","0.045680174","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"959","0.045702834","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"960","0.045725471","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"961","0.045748021","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"962","0.045770768","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"963","0.045793508","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"964","0.045816205","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"965","0.045838866","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"966","0.045861574","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"967","0.045884266","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"968","0.045907041","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"969","0.045929620","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"970","0.045952272","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"971","0.045974921","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"972","0.045998608","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"973","0.046021551","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"974","0.046044179","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"975","0.046066917","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"976","0.046113670","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"977","0.046142653","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"978","0.046166067","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"979","0.046188805","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"980","0.046211533","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"981","0.046234036","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"982","0.046256811","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"983","0.046279330","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"984","0.046301950","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"985","0.046324490","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"986","0.046347143","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"987","0.046369674","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"988","0.046392341","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"989","0.046414895","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"990","0.046437536","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"991","0.046460107","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"992","0.046482753","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"993","0.046506072","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"994","0.046528749","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"995","0.046551249","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"996","0.046575110","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"997","0.046597644","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"998","0.046620209","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"999","0.046642859","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1000","0.046665634","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1001","0.046688302","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1002","0.046710883","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1003","0.046733585","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1004","0.046756179","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1005","0.046779432","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1006","0.046801983","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1007","0.046824579","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1008","0.046847232","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1009","0.046869733","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1010","0.046892358","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1011","0.046914981","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1012","0.046937602","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1013","0.046960150","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1014","0.046982785","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1015","0.047005313","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1016","0.047027924","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1017","0.047050466","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1018","0.047073077","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1019","0.047124194","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1020","0.048042476","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1021","0.048088036","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1022","0.048158486","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1023","0.048204548","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1024","0.048249652","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1025","0.048292881","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1026","0.048341481","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1027","0.048386306","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1028","0.048430445","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1029","0.048474133","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1030","0.048524247","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1031","0.048566501","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1032","0.048640422","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1033","0.048750434","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1034","0.048795964","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1035","0.048828600","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1036","0.048860078","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1037","0.048891001","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1038","0.048925832","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1039","0.048960466","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1040","0.048992219","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1041","0.049023624","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1042","0.049055903","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1043","0.049093901","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1044","0.049130189","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1045","0.049162295","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1046","0.049193610","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1047","0.049225372","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1048","0.049260585","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1049","0.049293366","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1050","0.049325137","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1051","0.049356668","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1052","0.049391895","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1053","0.049429350","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1054","0.049463949","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1055","0.049495830","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1056","0.049527059","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1057","0.049560051","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1058","0.049595768","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1059","0.049656399","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1060","0.049701003","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1061","0.049746636","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1062","0.049790080","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1063","0.049834923","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1064","0.049880733","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1065","0.049925363","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1066","0.049969390","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1067","0.050015740","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1068","0.050060871","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1069","0.050105682","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1070","0.050152931","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1071","0.050197949","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1072","0.050243406","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1073","0.050288977","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1074","0.050333328","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1075","0.050378381","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1076","0.050423787","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1077","0.050468284","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1078","0.050513359","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1079","0.050557956","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1080","0.050602454","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1081","0.052113777","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1082","0.052175454","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1083","0.052223609","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1084","0.052265597","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1085","0.052307508","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1086","0.052347110","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1087","0.052390161","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1088","0.052432949","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1089","0.052475490","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1090","0.052517932","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1091","0.052556754","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1092","0.052592663","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1093","0.052654461","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1094","0.052698339","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1095","0.052741399","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1096","0.052783625","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1097","0.052827143","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1098","0.052869307","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1099","0.052912668","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1100","0.052954401","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1101","0.052998178","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1102","0.053040980","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1103","0.053077775","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1104","0.053112556","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1105","0.053148017","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1106","0.053290656","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1107","0.053343457","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1108","0.053370497","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1109","0.053393666","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1110","0.053416476","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1111","0.053439455","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1112","0.053462175","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1113","0.053484845","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1114","0.053507440","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1115","0.053530293","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1116","0.053552917","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1117","0.053575649","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1118","0.053598212","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1119","0.053620949","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1120","0.053643555","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1121","0.053666172","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1122","0.053688992","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1123","0.053711657","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1124","0.053734537","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1125","0.053757241","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1126","0.053779953","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1127","0.053802636","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1128","0.053825932","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1129","0.053848693","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1130","0.053871427","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1131","0.053894135","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1132","0.053916762","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1133","0.053939506","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1134","0.053962133","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1135","0.053984901","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1136","0.054007584","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1137","0.054030309","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1138","0.054053120","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1139","0.054075770","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1140","0.054098594","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1141","0.054121392","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1142","0.054144135","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1143","0.054166804","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1144","0.054216837","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1145","0.054240240","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1146","0.054263043","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1147","0.054285870","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1148","0.054308649","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1149","0.054332476","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1150","0.054355540","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1151","0.054378360","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1152","0.054401138","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1153","0.054423963","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1154","0.054446696","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1155","0.054469429","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1156","0.054492013","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1157","0.054514722","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1158","0.054537448","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1159","0.054560147","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1160","0.054582903","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1161","0.054605713","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1162","0.054628409","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1163","0.054651220","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1164","0.054673913","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1165","0.054696596","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1166","0.054719292","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1167","0.054742017","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
"1168","0.054764746","10.0.0.1","10.0.1.1","UDP","42","53  >  0 Len=0","53","0"
